molecule_chembl_id,molecule_name,canonical_smiles,target_chembl_id,target_name,action_type,mechanism_of_action,max_phase
CHEMBL2062264,PHENYLEPHRINE BITARTRATE,CNC[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O,CHEMBL2094251,Adrenergic receptor alpha-1,AGONIST,Adrenergic receptor alpha-1 agonist,4
CHEMBL723,CARVEDILOL,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,CHEMBL2094251,Adrenergic receptor alpha-1,ANTAGONIST,Adrenergic receptor alpha-1 antagonist,4
CHEMBL1723,ALFUZOSIN HYDROCHLORIDE,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl,CHEMBL2094251,Adrenergic receptor alpha-1,AGONIST,Adrenergic receptor alpha-1 agonist,4
CHEMBL1200561,DOXAZOSIN MESYLATE,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,CHEMBL2094251,Adrenergic receptor alpha-1,ANTAGONIST,Adrenergic receptor alpha-1 antagonist,4
CHEMBL1201103,METHOXAMINE HYDROCHLORIDE,COc1ccc(OC)c(C(O)C(C)N)c1.Cl,CHEMBL2094251,Adrenergic receptor alpha-1,AGONIST,Adrenergic receptor alpha-1 agonist,4
CHEMBL1201167,CARVEDILOL PHOSPHATE,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=P(O)(O)O,CHEMBL2094251,Adrenergic receptor alpha-1,ANTAGONIST,Adrenergic receptor alpha-1 antagonist,4
CHEMBL1200461,MIDODRINE HYDROCHLORIDE,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl,CHEMBL2094251,Adrenergic receptor alpha-1,AGONIST,Adrenergic receptor alpha-1 agonist,4
CHEMBL1200339,PHENYLEPHRINE HYDROCHLORIDE,CNC[C@H](O)c1cccc(O)c1.Cl,CHEMBL2094251,Adrenergic receptor alpha-1,AGONIST,Adrenergic receptor alpha-1 agonist,4
CHEMBL1558,PRAZOSIN HYDROCHLORIDE,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,CHEMBL2094251,Adrenergic receptor alpha-1,ANTAGONIST,Adrenergic receptor alpha-1 antagonist,4
CHEMBL1200914,TAMSULOSIN HYDROCHLORIDE,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,CHEMBL2094251,Adrenergic receptor alpha-1,ANTAGONIST,Adrenergic receptor alpha-1 antagonist,4
CHEMBL3989562,TERAZOSIN HYDROCHLORIDE,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl.O.O,CHEMBL2094251,Adrenergic receptor alpha-1,ANTAGONIST,Adrenergic receptor alpha-1 antagonist,4
CHEMBL3989408,IBUPROFEN SODIUM,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.O.O.[Na+],CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL112,ACETAMINOPHEN,CC(=O)Nc1ccc(O)cc1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL154,NAPROXEN,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL1200806,NAPROXEN SODIUM,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+],CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL1201180,DICLOFENAC EPOLAMINE,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.OCCN1CCCC1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL1034,DICLOFENAC SODIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL2103736,FENOPROFEN CALCIUM,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2],CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL898,DIFLUNISAL,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL421,SULFASALAZINE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL521,IBUPROFEN,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL1562610,MECLOFENAMATE SODIUM,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+],CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL1021,NEPAFENAC,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL3989676,OXYPHENBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O.O,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL25,ASPIRIN,CC(=O)Oc1ccccc1C(=O)O,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL1200613,TOLMETIN SODIUM,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL1200804,DICLOFENAC POTASSIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+],CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL1200760,BALSALAZIDE DISODIUM,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL6,INDOMETHACIN,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL3181947,BROMFENAC SODIUM,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.O.O.O.[Na+].[Na+],CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL563,FLURBIPROFEN,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL1201124,KETOROLAC TROMETHAMINE,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL15770,SULINDAC,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL1201013,OLSALAZINE SODIUM,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O.[Na+].[Na+],CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL3989410,INDOMETHACIN SODIUM,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1.O.O.O.[Na+],CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL686,MEFENAMIC ACID,Cc1cccc(Nc2ccccc2C(=O)O)c1C,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL704,MESALAMINE,Nc1ccc(O)c(C(=O)O)c1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL1201141,IBUPROFEN LYSINE,CC(C)Cc1ccc(C(C)C(=O)O)cc1.NCCCC[C@H](N)C(=O)O,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL1071,OXAPROZIN,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL101,PHENYLBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL527,PIROXICAM,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL956,SUPROFEN,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL571,KETOPROFEN,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Cyclooxygenase inhibitor,4
CHEMBL44657,ETOPOSIDE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CHEMBL2094255,DNA topoisomerase II,INHIBITOR,DNA topoisomerase II inhibitor,4
CHEMBL452231,TENIPOSIDE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CHEMBL2094255,DNA topoisomerase II,INHIBITOR,DNA topoisomerase II inhibitor,4
CHEMBL628,PENTOXIFYLLINE,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CHEMBL2094257,Adenosine A2 receptor,ANTAGONIST,Adenosine A2 receptor antagonist,4
CHEMBL1370561,AMINOPHYLLINE,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,CHEMBL2111329,Adenosine receptor,ANTAGONIST,Adenosine receptor antagonist,4
CHEMBL1200569,CAFFEINE CITRATE,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,CHEMBL2111329,Adenosine receptor,ANTAGONIST,Adenosine receptor antagonist,4
CHEMBL113,CAFFEINE,Cn1c(=O)c2c(ncn2C)n(C)c1=O,CHEMBL2111329,Adenosine receptor,ANTAGONIST,Adenosine receptor antagonist,4
CHEMBL477,ADENOSINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL2111329,Adenosine receptor,AGONIST,Adenosine receptor agonist,4
CHEMBL1355736,THEOPHYLLINE,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,CHEMBL2111329,Adenosine receptor,ANTAGONIST,Adenosine receptor antagonist,4
CHEMBL730,NITROGLYCERIN,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],CHEMBL2111348,Soluble guanylate cyclase,ACTIVATOR,Soluble guanylate cyclase activator,4
CHEMBL1200689,NITRIC OXIDE,[N]=O,CHEMBL2111348,Soluble guanylate cyclase,ACTIVATOR,Soluble guanylate cyclase activator,4
CHEMBL1311,ISOSORBIDE MONONITRATE,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,CHEMBL2111348,Soluble guanylate cyclase,ACTIVATOR,Soluble guanylate cyclase activator,4
CHEMBL6622,ISOSORBIDE DINITRATE,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],CHEMBL2111348,Soluble guanylate cyclase,ACTIVATOR,Soluble guanylate cyclase activator,4
CHEMBL1456,MYCOPHENOLATE MOFETIL,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,CHEMBL2111369,Inosine-5'-monophosphate dehydrogenase (IMPDH),INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,4
CHEMBL866,MYCOPHENOLIC ACID,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,CHEMBL2111369,Inosine-5'-monophosphate dehydrogenase (IMPDH),INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,4
CHEMBL727,THIOGUANINE,Nc1nc2[nH]cnc2c(=S)[nH]1,CHEMBL2111369,Inosine-5'-monophosphate dehydrogenase (IMPDH),INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,4
CHEMBL1200875,FLAVOXATE HYDROCHLORIDE,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl,CHEMBL2111411,Phosphodiesterase 7,INHIBITOR,Phosphodiesterase 7 inhibitor,4
CHEMBL1200480,OCTREOTIDE ACETATE,CC(=O)O.C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,CHEMBL2111436,Somatostatin receptor,AGONIST,Somatostatin receptor agonist,4
CHEMBL802,MINOXIDIL,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CHEMBL2095198,"Sulfonylurea receptor 2, Kir6.2",OPENER,"Sulfonylurea receptor 2, Kir6.2 opener",4
CHEMBL1200338,PINACIDIL,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C.O,CHEMBL2095198,"Sulfonylurea receptor 2, Kir6.2",OPENER,"Sulfonylurea receptor 2, Kir6.2 opener",4
CHEMBL2311030,ERGOLOID MESYLATES,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CCC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)O,CHEMBL2095203,Adrenergic receptor alpha,ANTAGONIST,Adrenergic receptor alpha antagonist,4
CHEMBL2448612,ERGOTAMINE TARTRATE,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)C(O)C(O)C(=O)O,CHEMBL2095203,Adrenergic receptor alpha,AGONIST,Adrenergic receptor alpha agonist,4
CHEMBL1706,NAPHAZOLINE HYDROCHLORIDE,Cl.c1ccc2c(CC3=NCCN3)cccc2c1,CHEMBL2095203,Adrenergic receptor alpha,AGONIST,Adrenergic receptor alpha agonist,4
CHEMBL1200413,TETRAHYDROZOLINE HYDROCHLORIDE,Cl.c1ccc2c(c1)CCCC2C1=NCCN1,CHEMBL2095203,Adrenergic receptor alpha,AGONIST,Adrenergic receptor alpha agonist,4
CHEMBL1200873,PHENTOLAMINE MESYLATE,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,CHEMBL2095203,Adrenergic receptor alpha,ANTAGONIST,Adrenergic receptor alpha antagonist,4
CHEMBL1200791,OXYMETAZOLINE HYDROCHLORIDE,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,CHEMBL2095203,Adrenergic receptor alpha,AGONIST,Adrenergic receptor alpha agonist,4
CHEMBL1200787,PHENOXYBENZAMINE HYDROCHLORIDE,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,CHEMBL2095203,Adrenergic receptor alpha,ANTAGONIST,Adrenergic receptor alpha antagonist,4
CHEMBL1200895,PHENELZINE SULFATE,NNCCc1ccccc1.O=S(=O)(O)O,CHEMBL2095205,Monoamine oxidase,INHIBITOR,Monoamine oxidase inhibitor,4
CHEMBL1201168,ISOCARBOXAZID,Cc1cc(C(=O)NNCc2ccccc2)no1,CHEMBL2095205,Monoamine oxidase,INHIBITOR,Monoamine oxidase inhibitor,4
CHEMBL3989698,TRANYLCYPROMINE SULFATE,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1.O=S(=O)(O)O,CHEMBL2095205,Monoamine oxidase,INHIBITOR,Monoamine oxidase inhibitor,4
CHEMBL1481,GLIMEPIRIDE,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,CHEMBL2096972,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",4
CHEMBL472,GLYBURIDE,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CHEMBL2096972,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",4
CHEMBL498,CHLORPROPAMIDE,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CHEMBL2096972,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",4
CHEMBL1073,GLIPIZIDE,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,CHEMBL2096972,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",4
CHEMBL1589,ACETOHEXAMIDE,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CHEMBL2096972,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",4
CHEMBL817,TOLAZAMIDE,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,CHEMBL2096972,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",4
CHEMBL1272,REPAGLINIDE,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,CHEMBL2096972,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",4
CHEMBL783,NATEGLINIDE,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,CHEMBL2096972,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",4
CHEMBL782,TOLBUTAMIDE,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CHEMBL2096972,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",4
CHEMBL585,TRIAMTERENE,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,CHEMBL2107836,"Amiloride-sensitive sodium channel, ENaC",BLOCKER,"Amiloride-sensitive sodium channel, ENaC blocker",4
CHEMBL1398126,AMILORIDE HYDROCHLORIDE,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O,CHEMBL2107836,"Amiloride-sensitive sodium channel, ENaC",BLOCKER,"Amiloride-sensitive sodium channel, ENaC blocker",4
CHEMBL467,HYDROXYUREA,NC(=O)NO,CHEMBL2095215,Ribonucleoside-diphosphate reductase RR1,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,4
CHEMBL1750,CLOFARABINE,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,CHEMBL2095215,Ribonucleoside-diphosphate reductase RR1,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,4
CHEMBL1637,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,CHEMBL2095215,Ribonucleoside-diphosphate reductase RR1,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,4
CHEMBL1096882,FLUDARABINE PHOSPHATE,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,CHEMBL2095215,Ribonucleoside-diphosphate reductase RR1,INHIBITOR,Ribonucleoside-diphosphate reductase RR1 inhibitor,4
CHEMBL1567,SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,CHEMBL2095227,Vascular endothelial growth factor receptor,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,4
CHEMBL1289926,AXITINIB,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CHEMBL2095227,Vascular endothelial growth factor receptor,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,4
CHEMBL24828,VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL2095227,Vascular endothelial growth factor receptor,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,4
CHEMBL1200485,SORAFENIB TOSYLATE,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,CHEMBL2095227,Vascular endothelial growth factor receptor,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,4
CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,CHEMBL2095227,Vascular endothelial growth factor receptor,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,4
CHEMBL1946170,REGORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,CHEMBL2095227,Vascular endothelial growth factor receptor,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,4
CHEMBL1237132,CLEVIDIPINE,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL2095229,Voltage-gated L-type calcium channel,BLOCKER,Voltage-gated L-type calcium channel blocker,4
CHEMBL1648,ISRADIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,CHEMBL2095229,Voltage-gated L-type calcium channel,BLOCKER,Voltage-gated L-type calcium channel blocker,4
CHEMBL1697,DILTIAZEM HYDROCHLORIDE,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,CHEMBL2095229,Voltage-gated L-type calcium channel,BLOCKER,Voltage-gated L-type calcium channel blocker,4
CHEMBL1201729,DRONEDARONE HYDROCHLORIDE,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl,CHEMBL2095229,Voltage-gated L-type calcium channel,BLOCKER,Voltage-gated L-type calcium channel blocker,4
CHEMBL1280,VERAPAMIL HYDROCHLORIDE,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl,CHEMBL2095229,Voltage-gated L-type calcium channel,BLOCKER,Voltage-gated L-type calcium channel blocker,4
CHEMBL193,NIFEDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],CHEMBL2095229,Voltage-gated L-type calcium channel,BLOCKER,Voltage-gated L-type calcium channel blocker,4
CHEMBL1200402,AMLODIPINE BESYLATE,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,CHEMBL2095229,Voltage-gated L-type calcium channel,BLOCKER,Voltage-gated L-type calcium channel blocker,4
CHEMBL1200326,NICARDIPINE HYDROCHLORIDE,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,CHEMBL2095229,Voltage-gated L-type calcium channel,BLOCKER,Voltage-gated L-type calcium channel blocker,4
CHEMBL1428,NIMODIPINE,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CHEMBL2095229,Voltage-gated L-type calcium channel,BLOCKER,Voltage-gated L-type calcium channel blocker,4
CHEMBL1726,NISOLDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CHEMBL2095229,Voltage-gated L-type calcium channel,BLOCKER,Voltage-gated L-type calcium channel blocker,4
CHEMBL1480,FELODIPINE,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL2095229,Voltage-gated L-type calcium channel,BLOCKER,Voltage-gated L-type calcium channel blocker,4
CHEMBL218394,BOCEPREVIR,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,CHEMBL2095231,"Hepatitis C virus serine protease, NS3/NS4A",INHIBITOR,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",4
CHEMBL231813,TELAPREVIR,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,CHEMBL2095231,"Hepatitis C virus serine protease, NS3/NS4A",INHIBITOR,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",4
CHEMBL1201092,RIVASTIGMINE TARTRATE,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,CHEMBL2095233,Cholinesterases; ACHE & BCHE,INHIBITOR,Cholinesterases; ACHE & BCHE inhibitor,4
