molecule_chembl_id,molecule_name,canonical_smiles,target_chembl_id,target_name,action_type,mechanism_of_action,max_phase
CHEMBL1200638,DEXBROMPHENIRAMINE MALEATE,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1200750,PROMETHAZINE HYDROCHLORIDE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1200809,AZELASTINE HYDROCHLORIDE,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1200961,BROMPHENIRAMINE MALEATE,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1201006,PYRILAMINE MALEATE,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1607273,CETIRIZINE HYDROCHLORIDE,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1719,OLOPATADINE HYDROCHLORIDE,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1200927,DEXCHLORPHENIRAMINE MALEATE,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL998,LORATADINE,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1659,CHLORPHENIRAMINE MALEATE,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1200795,CLEMASTINE FUMARATE,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1237102,LEVOCABASTINE HYDROCHLORIDE,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1.Cl,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL3989555,MECLIZINE HYDROCHLORIDE,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.Cl.O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1200974,CARBINOXAMINE MALEATE,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1201747,ALCAFTADINE,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1224,ACRIVASTINE,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL3188034,TRIPROLIDINE HYDROCHLORIDE,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1.Cl.O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1172,DESLORATADINE,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1620,DIPHENHYDRAMINE HYDROCHLORIDE,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1653,PHENIRAMINE MALEATE,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1200392,DOXYLAMINE SUCCINATE,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1201190,LEVOCETIRIZINE DIHYDROCHLORIDE,Cl.Cl.O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1201759,BEPOTASTINE BESYLATE,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1.O=S(=O)(O)c1ccccc1,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1633,KETOTIFEN FUMARATE,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1200406,DIMENHYDRINATE,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL2103739,EMEDASTINE DIFUMARATE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1200959,METHDILAZINE,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1201023,ORPHENADRINE HYDROCHLORIDE,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL1200395,ORPHENADRINE CITRATE,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Histamine H1 receptor antagonist,4
CHEMBL779,TADALAFIL,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,CHEMBL1827,"cGMP-specific 3',5'-cyclic phosphodiesterase",INHIBITOR,Phosphodiesterase 5A inhibitor,4
CHEMBL1339,VARDENAFIL HYDROCHLORIDE,CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl,CHEMBL1827,"cGMP-specific 3',5'-cyclic phosphodiesterase",INHIBITOR,Phosphodiesterase 5A inhibitor,4
CHEMBL1737,SILDENAFIL CITRATE,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,CHEMBL1827,"cGMP-specific 3',5'-cyclic phosphodiesterase",INHIBITOR,Phosphodiesterase 5A inhibitor,4
CHEMBL1963681,AVANAFIL,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,CHEMBL1827,"cGMP-specific 3',5'-cyclic phosphodiesterase",INHIBITOR,Phosphodiesterase 5A inhibitor,4
CHEMBL98,VORINOSTAT,O=C(CCCCCCC(=O)Nc1ccccc1)NO,CHEMBL1829,Histone deacetylase 3,INHIBITOR,Histone deacetylase 3 inhibitor,4
CHEMBL1200951,FLUPHENAZINE ENANTHATE,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL567,PERPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL728,PROCHLORPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL1448187,FLUPHENAZINE HYDROCHLORIDE,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL1201087,CABERGOLINE,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CHEMBL217,D(2) dopamine receptor,AGONIST,Dopamine D2 receptor agonist,4
CHEMBL1314751,PROCHLORPERAZINE MALEATE,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL1200854,FLUPHENAZINE DECANOATE,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL908,CHLORPROTHIXENE,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL3544974,ASENAPINE MALEATE,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL1112,ARIPIPRAZOLE,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,CHEMBL217,D(2) dopamine receptor,PARTIAL AGONIST,Dopamine D2 receptor partial agonist,4
CHEMBL2107360,PALIPERIDONE PALMITATE,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL14376,ILOPERIDONE,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL1200940,METOCLOPRAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL1200419,MOLINDONE HYDROCHLORIDE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL1621,PALIPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL1201,THIOTHIXENE,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL570,TRIFLUPROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,CHEMBL217,D(2) dopamine receptor,ANTAGONIST,Dopamine D2 receptor antagonist,4
CHEMBL4594248,CALCITONIN HUMAN,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@@H]1CSSC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(N)=O)C(C)C,CHEMBL1832,Calcitonin receptor,AGONIST,Calcitonin receptor agonist,4
CHEMBL3989767,CALCITONIN SALMON,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,CHEMBL1832,Calcitonin receptor,AGONIST,Calcitonin receptor agonist,4
CHEMBL2103795,AZILSARTAN KAMEDOXOMIL,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[n-]2)cc1.[K+],CHEMBL227,Type-1 angiotensin II receptor,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4
CHEMBL995,LOSARTAN POTASSIUM,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],CHEMBL227,Type-1 angiotensin II receptor,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4
CHEMBL1513,IRBESARTAN,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CHEMBL227,Type-1 angiotensin II receptor,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4
CHEMBL1069,VALSARTAN,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,CHEMBL227,Type-1 angiotensin II receptor,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4
CHEMBL1200692,OLMESARTAN MEDOXOMIL,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CHEMBL227,Type-1 angiotensin II receptor,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4
CHEMBL1014,CANDESARTAN CILEXETIL,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL227,Type-1 angiotensin II receptor,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4
CHEMBL1200987,EPROSARTAN MESYLATE,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1.CS(=O)(=O)O,CHEMBL227,Type-1 angiotensin II receptor,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4
CHEMBL1017,TELMISARTAN,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CHEMBL227,Type-1 angiotensin II receptor,ANTAGONIST,Type-1 angiotensin II receptor antagonist,4
CHEMBL1200843,METHYLERGONOVINE MALEATE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,CHEMBL1833,5-hydroxytryptamine receptor 2B,PARTIAL AGONIST,Serotonin 2b (5-HT2b) receptor partial agonist,4
CHEMBL1515,METHIMAZOLE,Cn1ccnc1S,CHEMBL1839,Thyroid peroxidase,INHIBITOR,Thyroid peroxidase inhibitor,4
CHEMBL1518,PROPYLTHIOURACIL,CCCc1cc(=O)[nH]c(=S)[nH]1,CHEMBL1839,Thyroid peroxidase,INHIBITOR,Thyroid peroxidase inhibitor,4
CHEMBL1200748,CARBIDOPA,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,CHEMBL1843,Aromatic-L-amino-acid decarboxylase,INHIBITOR,DOPA decarboxylase inhibitor,4
CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,4
CHEMBL1567,SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,4
CHEMBL24778,SILODOSIN,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,CHEMBL229,Alpha-1A adrenergic receptor,ANTAGONIST,Alpha-1a adrenergic receptor antagonist,4
CHEMBL1201044,DAPIPRAZOLE HYDROCHLORIDE,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1.Cl,CHEMBL229,Alpha-1A adrenergic receptor,ANTAGONIST,Alpha-1a adrenergic receptor antagonist,4
CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,CHEMBL203,Epidermal growth factor receptor,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,4
CHEMBL939,GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL203,Epidermal growth factor receptor,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,4
CHEMBL1201179,LAPATINIB DITOSYLATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,CHEMBL203,Epidermal growth factor receptor,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,4
CHEMBL1009,LEVODOPA,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,CHEMBL234,D(3) dopamine receptor,AGONIST,Dopamine D3 receptor agonist,4
CHEMBL908,CHLORPROTHIXENE,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,CHEMBL234,D(3) dopamine receptor,ANTAGONIST,Dopamine D3 receptor antagonist,4
CHEMBL928,DANTROLENE SODIUM,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1.[Na+],CHEMBL1846,Ryanodine receptor 1,ANTAGONIST,Ryanodine receptor 1 antagonist,4
CHEMBL64,ISONIAZID,NNC(=O)c1ccncc1,CHEMBL1849,Enoyl-[acyl-carrier-protein] reductase [NADH],INHIBITOR,Enoyl-[acyl-carrier-protein] reductase inhibitor,4
CHEMBL1441,ETHIONAMIDE,CCc1cc(C(N)=S)ccn1,CHEMBL1849,Enoyl-[acyl-carrier-protein] reductase [NADH],INHIBITOR,Enoyl-[acyl-carrier-protein] reductase inhibitor,4
CHEMBL2103735,CETRORELIX ACETATE,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O.CC(=O)O,CHEMBL1855,Gonadotropin-releasing hormone receptor,ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,4
CHEMBL1200671,NAFARELIN ACETATE,CC(=O)O.CC(C)C[C@H](NC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,CHEMBL1855,Gonadotropin-releasing hormone receptor,AGONIST,Gonadotropin-releasing hormone receptor agonist,4
CHEMBL1200511,GONADORELIN ACETATE,CC(=O)O.CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,CHEMBL1855,Gonadotropin-releasing hormone receptor,AGONIST,Gonadotropin-releasing hormone receptor agonist,4
CHEMBL1252,ABARELIX,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,CHEMBL1855,Gonadotropin-releasing hormone receptor,ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,4
CHEMBL2028987,DEGARELIX ACETATE,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(=O)[C@@H]2CC(=O)NC(=O)N2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O.CC(=O)O,CHEMBL1855,Gonadotropin-releasing hormone receptor,ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,4
CHEMBL1200501,GOSERELIN ACETATE,CC(=O)O.CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,CHEMBL1855,Gonadotropin-releasing hormone receptor,AGONIST,Gonadotropin-releasing hormone receptor agonist,4
CHEMBL1200509,HISTRELIN ACETATE,CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,CHEMBL1855,Gonadotropin-releasing hormone receptor,AGONIST,Gonadotropin-releasing hormone receptor agonist,4
CHEMBL1200554,TRIPTORELIN PAMOATE,CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,CHEMBL1855,Gonadotropin-releasing hormone receptor,AGONIST,Gonadotropin-releasing hormone receptor agonist,4
CHEMBL5314377,GANIRELIX ACETATE,CC(=O)O.CC(=O)O.CC/N=C(\NCC)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN/C(=N/CC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,CHEMBL1855,Gonadotropin-releasing hormone receptor,ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,4
CHEMBL1200775,LEUPROLIDE ACETATE,CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,CHEMBL1855,Gonadotropin-releasing hormone receptor,AGONIST,Gonadotropin-releasing hormone receptor agonist,4
CHEMBL710,FINASTERIDE,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,CHEMBL1856,3-oxo-5-alpha-steroid 4-dehydrogenase 2,INHIBITOR,Steroid 5-alpha-reductase 2 inhibitor,4
